,image_id,meme_text,target_group,attack_type,intervention
600,3232.jpg,"Sabji to kati nahi jati,tera kya katungi kabhi to propose kar,rakhi nhi bandhungi",,,
601,3095.jpg,*Starplus husband holds wife's hand*Wife on the next day:,others,mocking,Mocking someone's relationship or expressing jealousy towards their partner is unfair and hurtful. It's important to show empathy and respect for individuals' personal choices and relationships.
602,5750.jpg,After seeing 20 missed calls * TUMNE CALL KIYA THA..?? NAHI 20 BAAR GALTI SE LAG GAYA THA..!!,others,mocking,"Mocking someone for missing a phone call is unfair and hurtful. Let's focus on understanding and empathy, rather than making fun of others' feelings."
603,5770.jpg,Woman can slay one day and look homeless the next day are the best!,gender,mocking,"Mocking someone based on their appearance perpetuates harmful stereotypes and undermines gender equality. We should strive to embrace diversity and treat others with respect, regardless of their appearance."
604,16.png,im long and strong and down to get the goat hump on her back,others,mocking,"Mocking someone based on their physical attributes is unfair and disrespectful. We should strive to treat others with kindness and respect, embracing their unique qualities."
605,4618.jpg,"nikal michael vaughan,pehli fursat mein nikal... Michael vaughan michae...told ya. India are going to get hammered in the test series..#AUSvsIND #4-0",nationality,mocking,Mocking someone based on their nationality perpetuates unfair stereotypes and undermines the diversity of nations. We should strive to celebrate the diversity of nations and promote understanding and respect for all.
606,1754.jpg,MAY THE LIGHT OF LAMPS HARAMKHOR! SEEDHE HAPPY DIWALI BOLA KAR.,others,mocking,Mocking others based on their religious beliefs is unfair and disrespectful. We should strive to respect and embrace diversity in our beliefs and actions.
607,3358.jpg,no one will forget to flush now,others,mocking,"Mocking others for forgetting to do something important is unfair and hurtful. We should strive to treat others with kindness and respect, regardless of their actions."
608,1269.jpg,Sushant singh rajput's this T-shirt had more IQ than whole of the starkids combined.,individual,mocking,Mocking someone's intelligence based on a T-shirt is unfair and disrespectful. We should strive to embrace diversity and celebrate the unique qualities of each individual.
609,1545.jpg,Akshay kumar has faced every WWE wrestler Undertaker Big daddy V Batista The great khali,,,
610,3305.jpg,"Ã Â¤Â°Ã Â¤Â¾Ã Â¤Â¤ Ã Â¤â€¢Ã Â¥â‚¬ Ã Â¤Â°Ã Â¥Å’Ã Â¤Â¶Ã Â¤Â¨Ã Â¥â‚¬ Ã Â¤â€¢Ã Â¤Â¾ Ã Â¤â€ Ã Â¤Â¨Ã Â¤â€šÃ Â¤Â¦ Ã Â¤Â²Ã Â¥â€¡ | Ã Â¤Â®Ã Â¤Â¹Ã Â¤Â¾Ã Â¤â€¢Ã Â¥_x0081_Ã Â¤Â®Ã Â¥_x008d_Ã Â¤Â­ Ã Â¤Â®Ã Â¥â€¡Ã Â¤Â²Ã Â¤Â¾ Ã Â¤Â¹Ã Â¤Â°Ã Â¤Â¿Ã Â¤Â¦Ã Â¥_x008d_Ã Â¤ÂµÃ Â¤Â¾Ã Â¤Â° , Ã Â¥Â¨Ã Â¥Â¦Ã Â¥Â¨Ã Â¥Â§ Ã¢â‚¬Â¦.Isse kehte hai uper ki kamai.",others,mocking,"Mocking someone based on their appearance or behavior is unfair and hurtful. We should strive to treat others with kindness and respect, regardless of their appearance or behavior."
611,2742.jpg,aise hi rakh bas dekh tere ungliyon ke beech se vimal ki pichkari nikalta hu!,others,mocking,"Mocking someone based on their appearance or behavior is unfair and hurtful. We should strive to treat others with kindness and respect, regardless of their appearance or behavior."
612,2876.jpg,Feminist didi ne mujhse pucha Do men bleed? Maine kaha bhak randi mujhe bawaseer hai,others,mocking,"Mocking someone's personal experiences and questioning their ability to understand something is unfair and hurtful. It's important to approach others with empathy and respect, understanding that everyone has their own unique experiences."
613,3180.jpg,We all have that one friend who loves aunties more then girls,gender,mocking,"Mocking someone based on their gender is unfair and perpetuates harmful stereotypes. We should strive to create a society that values and respects all individuals, regardless of their gender."
614,334.png,"when you realize that ""ginger"" is just the n-word, rearranged",,,
615,5885.jpg,Me: why are you replying so late? CRUSH: Tumhare tarah 40 log aur Hain.,others,mocking,"Mocking someone for their late replies is unfair and hurtful. Let's strive to be responsive and kind to others, regardless of our schedules or times."
616,5913.jpg,Random Uncle sending me to buy Rajnigandha for him without any money Say my name..,others,mocking,"Mocking someone for their financial decisions is unfair and disrespectful. We should strive to treat others with kindness and empathy, embracing their choices."
617,1843.jpg,Science failed to explain this!!,organization,mocking,Mocking an organization based on a scientific explanation undermines the importance of scientific rigour. It is important to approach scientific explanations with open-mindedness and respect for different perspectives.
618,3656.jpg,"Where are you?Pata nahi,par yaha har dusra ladka yuva neta hai Welcome to UTTAR PRADESH BHAIYA HOTWAT",organization,mocking,Mocking an organization based on their name or location is unfair and disrespectful. We should strive to treat organizations with respect and acknowledge their contributions.
619,3966.jpg,FULL TANK KARNE KE BAAD GHAR JATA HUA MAI,,,
620,5968.jpg,"How satisfied with your network quality (coverage,reliability , speed) in your area? On a scale of 5(Very Satisfied) to 1 ( Very dissatisfied) 1 Not Delievered Ironic",organization,mocking,Mocking someone's network quality based on their satisfaction with it is unfair and unkind. We should strive to appreciate the value of an organization's network quality and treat everyone with respect.
621,893.jpg,QUARTER FINAL !!!,,,
622,4174.jpg,Relatives Career set karlo BC yaha baal set nahi ho rahe aur apko career ki baat karni hai,others,mocking,"Mocking someone's career choices and belittling their aspirations is unfair and hurtful. We should support and encourage each other's dreams and aspirations, regardless of our differences."
623,1218.png,when you die and go to heaven but now have to wait for your doggo to join you,others,mocking,Making fun of someone's death and mocking their suffering is unfair and hurtful. We should strive to show empathy and support for others in their struggles.
624,1412.png,"if you think it's okay for iran to have nukes, but not okay for law abiding americans to have guns you might be a dumbass but you're not stupid",nationality,mocking,"Mocking someone's nationality based on their beliefs or actions is unfair and disrespectful. We should strive to respect and understand different perspectives, regardless of nationality."
625,2502.jpg,"Me,after reading the global Covid-19 data every day. Sabse aage honge hindustani hai",others,mocking,Mocking others based on their nationality perpetuates harmful stereotypes and undermines unity. We should strive to embrace diversity and treat others with kindness and respect.
626,748.png,when you introduce someone to a new meme you like that?,others,mocking,Mocking someone for introducing them to a meme they like is unfair and hurtful. It's important to respect others' preferences and not judge their choices.
627,2.jpg,For Boyfriend For Bestfriend,gender,mocking,Mocking someone's relationship choices based on gender is unfair and perpetuates harmful stereotypes. We should strive to respect and support individuals' decisions to choose their own partners.
628,1359.jpg,"this looks romantic until she ask ""who is natasha?""",gender,mocking,Mocking someone based on their gender perpetuates harmful stereotypes and undermines gender equality. We should strive to create a society that values and respects all genders equally.
629,1054.png,this lamb is so raw our islamic customers were trying to fuck it!,religion,inciting_violence,Promoting violence and inciting hatred towards a specific religion is unfair and dangerous. We should strive to build a society that values peace and respect for all religions.
630,5619.jpg,I KNOW EVERYTHING HAPPENS FOR A REASON BUT WHAT FU K FedEx,organization,mocking,"Mocking an organization based on their delivery services undermines their professionalism and efficiency. It is important to appreciate and respect the work of organizations, promoting fairness and collaboration."
631,603.jpg,Delhi Police ABVP s govt,organization,mocking,"Mocking the Delhi Police and their actions perpetuates harmful stereotypes and undermines their professionalism. It is important to respect and value the work of law enforcement agencies, regardless of political affiliations."
632,5472.jpg,What unrealistic things in movies bug the hell out of you? THey remove headrests from cars so you can see actors better,individual,mocking,"Mocking someone's unrealistic expectations in movies is unfair and hurtful. It's important to appreciate the diverse interests and perspectives of others, regardless of their preferences or expectations."
633,1480.png,when everyone who has been calling you racist for the past 2 years are pedophiles,individual,inciting_violence,Promoting violence and inciting hatred towards individuals based on their actions is unjust and unacceptable. We should strive to create a society that values empathy and promotes understanding instead of violence.
634,5239.jpg,Itna Padhai Karo Ki Chahe Ladki Reject Kare Par Ladki Ke Papa Kabhi Reject Na Kare,,,
635,819.jpg,"When they don't let you use water on Holi or burst crackers on Diwali so you just interchange them and laugh at the government yeah,this is big brain time.",organization,mocking,Mocking government policies and mocking individuals based on their personal choices is unfair and disrespectful. We should strive to create a society that values individual freedom and respects the choices of all individuals.
