,img_id,meme_text,response
116,988.png,"and god said let's make kittens soft and warm, like fuzzy hugs and put tiny razor blades on their feet",target_group: individualattack_type: Mockingintervention: Mocking someone's appearance and putting them in a position of discomfort is unfair and disrespectful. We should strive to create a society that values kindness and respects all individuals.
117,2170.jpg,maths teacher 1/cos c backbenchers : sec c,target_group: otherattack_type: Mockingintervention: Mocking someone's math teacher based on their backbenchers is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
118,1238.png,love is love is love is love,"target_group: individualattack_type: Mockingintervention: Mocking someone's love and embracing their feelings is unfair and hurtful. We should strive to treat others with kindness and respect, embracing their feelings and feelings."
119,5906.jpg,Ohh bhai!! who did this?,target_group: individualattack_type: Mockingintervention: Mocking someone's actions based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
120,584.png,"oh, he's using you for sex? stop bitching, sex is awesome. complain when he's using you for laundry ..or a human shield","target_group: genderattack_type: Mockingintervention: Mocking someone's sexuality for a specific reason is unfair and hurtful. We should strive to treat others with respect and kindness, promoting a culture of equality and respect."
121,2128.jpg,Females always wearing you boxers but as soon as you put they panties on it's problem,target_group: genderattack_type: Mockingintervention: Mocking someone's gender and wearing panties is disrespectful and disrespectful. We should strive to create a society that values equality and respects women's choices.
122,1938.jpg,this is what you miss in online shoppingâ€¦!!,target_group: individualattack_type: Mockingintervention: Mocking someone's online shopping experience is unfair and hurtful. We should strive to create a society that values and respects the individuality of all individuals.
123,861.jpg,when coinDCX comes with an offer you can't deny:mere pass ek scheme hai,target_group: individualattack_type: Mockingintervention: Mocking someone's offer is unfair and disrespectful. We should strive to create a society that values fairness and respects all individuals.
124,2472.jpg,Never underestimate the innocent looking wife she can be a best seductress you will come across Desi adult trolls,target_group: genderattack_type: Mockingintervention: Mocking someone's appearance is unfair and disrespectful. We should strive to create a society that values and respects women's beauty.
125,1002.png,My nationality all day:My nationality after 12:00 am:,target_group: nationalityattack_type: Mockingintervention: Mocking someone's nationality based on their nationality is unfair and disrespectful. We should strive to create a society that values and respects all nationalities.
126,4156.jpg,First accident with bf Mubarak ho BC...Wish you more accidents in future.,"target_group: individualattack_type: Mockingintervention: Mocking someone's accident is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their circumstances."
127,358.png,a handful of rich people should not run the country a handful of politicians should,target_group: individualattack_type: Mockingintervention: Mocking individuals based on their wealth is unfair and disrespectful. We should strive to create a society that values fairness and respects individuals.
128,1511.jpg,WHEN YOU ARE STARING AT YOUR CRUSH IN FRONT OF HER MOM,"target_group: genderattack_type: Mockingintervention: Mocking someone's gender and judging them based on their appearance is unfair and disrespectful. We should strive to treat others with kindness and respect, promoting a culture of kindness and respect."
129,5947.jpg,"She* Baby suck my B**bs He* Nahi Baby, Main Sirf Amul Ka Doodh Pita Hu","target_group: individualattack_type: Mockingintervention: Mocking someone's sexuality based on their physical appearance is unfair and disrespectful. We should strive to treat others with kindness and respect, promoting a culture of inclusivity and respect."
130,4128.jpg,*Kunal Karma fails to make people laugh*Technique hi galat hai tumhari,"target_group: individualattack_type: Mockingintervention: Mocking someone's skill and skill is unfair and hurtful. We should strive to create a society that values and respects individuals, regardless of their skill."
131,294.png,"when asked what i did over the weekend i reply, ""why, what did you hear",target_group: otherattack_type: Mockingintervention: Mocking someone's weekend is unfair and disrespectful. We should strive to create a culture of kindness and respect for all individuals.
132,1414.png,it can't be homicide if there is no race,target_group: raceattack_type: Mockingintervention: Mocking someone based on their race is unfair and perpetuates harmful stereotypes. We should strive to create a society that values equality and respects all individuals.
133,5026.jpg,ludo king to PUBG during this lockdown. Pichhli baar kya bola tha?aukaat?,target_group: individualattack_type: Mockingintervention: Mocking someone's game choice based on their location is unfair and disrespectful. We should strive to create a society that values respect and fairness for all individuals.
134,218.png,stupid you are breed you should not,target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
135,612.png,i only wear silk panties cotton ones remind me of slavery,target_group: genderattack_type: Slursintervention: Using derogatory language towards women perpetuates harmful stereotypes and perpetuates harmful stereotypes. We should strive to create a society that values equality and respects all genders.
136,2914.jpg,Pressing boobs reduces stress upto 70%,target_group: genderattack_type: Mockingintervention: Mocking women's bodies for their gender is unfair and disrespectful. We should strive to create a society that values and respects women's bodies.
137,2698.jpg,*Ambani starts Laxmi Pujan* Laxmi ji:JYAADA HO RAHA HAI,target_group: individualattack_type: Mockingintervention: Mocking someone's name and referring to them as Laxmi is unfair and disrespectful. We should strive to create a society that values and respects individuals.
138,1688.jpg,Wi-Fi Bluetooth Jio 4G Airplane Mode Portait Flashlight Location Cast screen NAILED IT,target_group: organizationattack_type: Mockingintervention: Mocking someone's abilities and abilities is unfair and disrespectful. We should strive to create a society that values and respects individuals for their unique qualities.
